Abriendo SIMIT...
REQUEST:  GET https://connect.facebook.net/signals/config/1002616857190413?v=2.9.303&r=stable&domain=www.fcm.org.co&hme=97937018cefade17726f0472876fc101316b2ce9008a35a6a5a7977d7436151a&ex_m=104%2C205%2C154%2C22%2C72%2C73%2C145%2C68%2C67%2C11%2C162%2C90%2C16%2C138%2C127%2C39%2C75%2C78%2C134%2C159%2C164%2C8%2C4%2C5%2C7%2C6%2C3%2C91%2C101%2C165%2C170%2C219%2C62%2C186%2C187%2C55%2C276%2C30%2C74%2C231%2C230%2C229%2C23%2C33%2C103%2C61%2C10%2C63%2C97%2C98%2C99%2C105%2C130%2C31%2C29%2C132%2C133%2C129%2C128%2C155%2C76%2C158%2C156%2C157%2C50%2C60%2C123%2C15%2C161%2C45%2C263%2C264%2C262%2C26%2C27%2C28%2C48%2C146%2C77%2C112%2C18%2C20%2C44%2C40%2C42%2C41%2C83%2C92%2C96%2C110%2C144%2C147%2C46%2C111%2C24%2C21%2C119%2C69%2C36%2C149%2C148%2C150%2C141%2C139%2C25%2C35%2C59%2C109%2C160%2C70%2C17%2C152%2C114%2C81%2C66%2C19%2C85%2C86%2C116%2C84%2C136%2C135%2C34%2C278%2C293%2C212%2C201%2C202%2C200%2C296%2C288%2C52%2C213%2C107%2C131%2C80%2C121%2C54%2C47%2C49%2C113%2C120%2C126%2C58%2C64%2C151%2C115%2C37%2C32%2C53%2C56%2C100%2C163%2C1%2C124%2C14%2C122%2C12%2C2%2C57%2C93%2C65%2C118%2C89%2C88%2C166%2C167%2C94%2C95%2C9%2C125%2C102%2C51%2C142%2C87%2C79%2C71%2C117%2C106%2C43%2C143%2C0%2C82%2C137%2C140%2C153%2C38%2C108%2C13%2C168
REQUEST:  POST https://consultasimit.fcm.org.co/simit/microservices/estado-cuenta-simit/estadocuenta/getTipoDocumentoIdentidadPublic
RESPONSE: 200 https://connect.facebook.net/signals/config/1002616857190413?v=2.9.303&r=stable&domain=www.fcm.org.co&hme=97937018cefade17726f0472876fc101316b2ce9008a35a6a5a7977d7436151a&ex_m=104%2C205%2C154%2C22%2C72%2C73%2C145%2C68%2C67%2C11%2C162%2C90%2C16%2C138%2C127%2C39%2C75%2C78%2C134%2C159%2C164%2C8%2C4%2C5%2C7%2C6%2C3%2C91%2C101%2C165%2C170%2C219%2C62%2C186%2C187%2C55%2C276%2C30%2C74%2C231%2C230%2C229%2C23%2C33%2C103%2C61%2C10%2C63%2C97%2C98%2C99%2C105%2C130%2C31%2C29%2C132%2C133%2C129%2C128%2C155%2C76%2C158%2C156%2C157%2C50%2C60%2C123%2C15%2C161%2C45%2C263%2C264%2C262%2C26%2C27%2C28%2C48%2C146%2C77%2C112%2C18%2C20%2C44%2C40%2C42%2C41%2C83%2C92%2C96%2C110%2C144%2C147%2C46%2C111%2C24%2C21%2C119%2C69%2C36%2C149%2C148%2C150%2C141%2C139%2C25%2C35%2C59%2C109%2C160%2C70%2C17%2C152%2C114%2C81%2C66%2C19%2C85%2C86%2C116%2C84%2C136%2C135%2C34%2C278%2C293%2C212%2C201%2C202%2C200%2C296%2C288%2C52%2C213%2C107%2C131%2C80%2C121%2C54%2C47%2C49%2C113%2C120%2C126%2C58%2C64%2C151%2C115%2C37%2C32%2C53%2C56%2C100%2C163%2C1%2C124%2C14%2C122%2C12%2C2%2C57%2C93%2C65%2C118%2C89%2C88%2C166%2C167%2C94%2C95%2C9%2C125%2C102%2C51%2C142%2C87%2C79%2C71%2C117%2C106%2C43%2C143%2C0%2C82%2C137%2C140%2C153%2C38%2C108%2C13%2C168
REQUEST:  GET https://www.facebook.com/tr/?id=1002616857190413&ev=PageView&dl=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F%23%2Festado-cuenta&rl=&if=false&ts=1776920888123&sw=1280&sh=720&v=2.9.303&r=stable&ec=0&o=4126&fbp=fb.2.1776920888119.467377152359639325&ler=empty&cdl=API_unavailable&pmd[title]=SIMIT%20%7C%20Estado%20de%20la%20Cuenta&pmd[locale]=es-CO&pmd[description]=En%20SIMIT%20puedes%20consultar%20y%20pagar%20tus%20multas%20de%20tr%C3%A1nsito%20de%20toda%20Colombia%2C%20de%20manera%20f%C3%A1cil%20y%20segura.%20Puedes%20pagar%20en%20m%C3%A1s%20de%2020%20mil%20puntos%20a%20nivel%20nacional..&pmd[keywords]=multas%20de%20transito%2C%20comparendos%2C%20parte%20de%20transito%2C%20movilidad%2C%20Simit%2C%20pago%20en%20linea%2C%20transito%2C%20donde%20pagar%20multas%2C%20transito%20bogota%2C%20secretaria%20de%20movilidad%2C%20secretaria%20distrital%2C%20multa%20bogota%2C%20paz%20y%20salvo&plt=9025.60000000894&it=1776920888077&coo=false&expv2[0]=pl1&expv2[1]=el3&expv2[2]=bc1&expv2[3]=ra2&expv2[4]=rp2&expv2[5]=im0&expv2[6]=hf1&rqm=GET
REQUEST:  GET https://www.facebook.com/privacy_sandbox/pixel/register/trigger/?id=1002616857190413&ev=PageView&dl=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F%23%2Festado-cuenta&rl=&if=false&ts=1776920888123&sw=1280&sh=720&v=2.9.303&r=stable&ec=0&o=4126&fbp=fb.2.1776920888119.467377152359639325&ler=empty&cdl=API_unavailable&pmd[title]=SIMIT%20%7C%20Estado%20de%20la%20Cuenta&pmd[locale]=es-CO&pmd[description]=En%20SIMIT%20puedes%20consultar%20y%20pagar%20tus%20multas%20de%20tr%C3%A1nsito%20de%20toda%20Colombia%2C%20de%20manera%20f%C3%A1cil%20y%20segura.%20Puedes%20pagar%20en%20m%C3%A1s%20de%2020%20mil%20puntos%20a%20nivel%20nacional..&pmd[keywords]=multas%20de%20transito%2C%20comparendos%2C%20parte%20de%20transito%2C%20movilidad%2C%20Simit%2C%20pago%20en%20linea%2C%20transito%2C%20donde%20pagar%20multas%2C%20transito%20bogota%2C%20secretaria%20de%20movilidad%2C%20secretaria%20distrital%2C%20multa%20bogota%2C%20paz%20y%20salvo&plt=9025.60000000894&it=1776920888077&coo=false&expv2[0]=pl1&expv2[1]=el3&expv2[2]=bc1&expv2[3]=ra2&expv2[4]=rp2&expv2[5]=im0&expv2[6]=hf1&rqm=FGET
RESPONSE: 200 https://www.facebook.com/tr/?id=1002616857190413&ev=PageView&dl=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F%23%2Festado-cuenta&rl=&if=false&ts=1776920888123&sw=1280&sh=720&v=2.9.303&r=stable&ec=0&o=4126&fbp=fb.2.1776920888119.467377152359639325&ler=empty&cdl=API_unavailable&pmd[title]=SIMIT%20%7C%20Estado%20de%20la%20Cuenta&pmd[locale]=es-CO&pmd[description]=En%20SIMIT%20puedes%20consultar%20y%20pagar%20tus%20multas%20de%20tr%C3%A1nsito%20de%20toda%20Colombia%2C%20de%20manera%20f%C3%A1cil%20y%20segura.%20Puedes%20pagar%20en%20m%C3%A1s%20de%2020%20mil%20puntos%20a%20nivel%20nacional..&pmd[keywords]=multas%20de%20transito%2C%20comparendos%2C%20parte%20de%20transito%2C%20movilidad%2C%20Simit%2C%20pago%20en%20linea%2C%20transito%2C%20donde%20pagar%20multas%2C%20transito%20bogota%2C%20secretaria%20de%20movilidad%2C%20secretaria%20distrital%2C%20multa%20bogota%2C%20paz%20y%20salvo&plt=9025.60000000894&it=1776920888077&coo=false&expv2[0]=pl1&expv2[1]=el3&expv2[2]=bc1&expv2[3]=ra2&expv2[4]=rp2&expv2[5]=im0&expv2[6]=hf1&rqm=GET
REQUEST:  POST https://www.google-analytics.com/j/collect?v=1&_v=j102&a=519171465&t=pageview&_s=1&dl=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F&dp=%2Fsimit%2F%23%2Festado-cuenta&ul=es-419&dt=SIMIT%20%7C%20Estado%20de%20la%20Cuenta&sr=1280x720&vp=1265x720&_u=YEBAAEABAAAAACACI~&jid=1359307809&gjid=930461748&cid=1435742119.1776920888&tid=UA-113777949-32&_gid=924422495.1776920888&_r=1&_slc=1&gtm=45He64k1h1n81PMNKGZMv843781589za200zd843781589&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616986~115938466~115938468~117266400~118463262&z=213423858
REQUEST:  POST https://www.google-analytics.com/g/collect?v=2&tid=G-8TBQXXE1D2&gtm=45je64k1h1v890165050z8843781589za20gzb843781589zd843781589&_p=1776920881779&gcd=13l3l3l3l1l1&npa=0&dma=0&are=1&cid=1435742119.1776920888&frm=0&pscdl=noapi&rcb=11&sr=1280x720&uaa=x86&uab=64&uafvl=Chromium%3B145.0.7632.6%7CNot%253AA-Brand%3B99.0.0.0&uam=&uamb=0&uap=Windows&uapv=19.0.0&uaw=0&ul=es-419&_s=1&tag_exp=0~115616986~115938466~115938469~117266401~117512543~117884344&sid=1776920888&sct=1&seg=0&dl=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F&dt=SIMIT%20%7C%20Estado%20de%20la%20Cuenta&en=page_view&_fv=1&_ss=1&tfd=9377
RESPONSE: 200 https://www.facebook.com/privacy_sandbox/pixel/register/trigger/?id=1002616857190413&ev=PageView&dl=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F%23%2Festado-cuenta&rl=&if=false&ts=1776920888123&sw=1280&sh=720&v=2.9.303&r=stable&ec=0&o=4126&fbp=fb.2.1776920888119.467377152359639325&ler=empty&cdl=API_unavailable&pmd[title]=SIMIT%20%7C%20Estado%20de%20la%20Cuenta&pmd[locale]=es-CO&pmd[description]=En%20SIMIT%20puedes%20consultar%20y%20pagar%20tus%20multas%20de%20tr%C3%A1nsito%20de%20toda%20Colombia%2C%20de%20manera%20f%C3%A1cil%20y%20segura.%20Puedes%20pagar%20en%20m%C3%A1s%20de%2020%20mil%20puntos%20a%20nivel%20nacional..&pmd[keywords]=multas%20de%20transito%2C%20comparendos%2C%20parte%20de%20transito%2C%20movilidad%2C%20Simit%2C%20pago%20en%20linea%2C%20transito%2C%20donde%20pagar%20multas%2C%20transito%20bogota%2C%20secretaria%20de%20movilidad%2C%20secretaria%20distrital%2C%20multa%20bogota%2C%20paz%20y%20salvo&plt=9025.60000000894&it=1776920888077&coo=false&expv2[0]=pl1&expv2[1]=el3&expv2[2]=bc1&expv2[3]=ra2&expv2[4]=rp2&expv2[5]=im0&expv2[6]=hf1&rqm=FGET
RESPONSE: 200 https://qxcaptcha.fcm.org.co/captcha.js
REQUEST:  GET blob:https://www.fcm.org.co/e060ad69-7f1d-4843-b526-3319be4e3239
REQUEST:  POST https://qxcaptcha.fcm.org.co/api.php
RESPONSE: 200 blob:https://www.fcm.org.co/e060ad69-7f1d-4843-b526-3319be4e3239
REQUEST:  GET https://qxcaptcha.fcm.org.co/captcha-worker.js
RESPONSE: 200 https://www.google-analytics.com/j/collect?v=1&_v=j102&a=519171465&t=pageview&_s=1&dl=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F&dp=%2Fsimit%2F%23%2Festado-cuenta&ul=es-419&dt=SIMIT%20%7C%20Estado%20de%20la%20Cuenta&sr=1280x720&vp=1265x720&_u=YEBAAEABAAAAACACI~&jid=1359307809&gjid=930461748&cid=1435742119.1776920888&tid=UA-113777949-32&_gid=924422495.1776920888&_r=1&_slc=1&gtm=45He64k1h1n81PMNKGZMv843781589za200zd843781589&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616986~115938466~115938468~117266400~118463262&z=213423858
RESPONSE: 200 https://qxcaptcha.fcm.org.co/captcha-worker.js
REQUEST:  GET https://qxcaptcha.fcm.org.co/sha256.js
RESPONSE: 204 https://www.google-analytics.com/g/collect?v=2&tid=G-8TBQXXE1D2&gtm=45je64k1h1v890165050z8843781589za20gzb843781589zd843781589&_p=1776920881779&gcd=13l3l3l3l1l1&npa=0&dma=0&are=1&cid=1435742119.1776920888&frm=0&pscdl=noapi&rcb=11&sr=1280x720&uaa=x86&uab=64&uafvl=Chromium%3B145.0.7632.6%7CNot%253AA-Brand%3B99.0.0.0&uam=&uamb=0&uap=Windows&uapv=19.0.0&uaw=0&ul=es-419&_s=1&tag_exp=0~115616986~115938466~115938469~117266401~117512543~117884344&sid=1776920888&sct=1&seg=0&dl=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F&dt=SIMIT%20%7C%20Estado%20de%20la%20Cuenta&en=page_view&_fv=1&_ss=1&tfd=9377
RESPONSE: 200 https://qxcaptcha.fcm.org.co/sha256.js
REQUEST:  GET https://www.googleadservices.com/pagead/conversion/306649963/?random=1776920888656&cv=11&fst=1776920888656&bg=ffffff&guid=ON&async=1&en=conversion&gtm=45be64k1h1v9126221624z8843781589za20gzb843781589zd843781589xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938466~115938468~117266400~118463261&u_w=1280&u_h=720&url=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F&rcb=11&label=cU4TCJvztPECEOu2nJIB&capi=1&frm=0&tiba=SIMIT%20%7C%20Estado%20de%20la%20Cuenta&bttype=purchase&value=0&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=88395575.1776920889&uaa=x86&uab=64&uafvl=Chromium%3B145.0.7632.6%7CNot%253AA-Brand%3B99.0.0.0&uamb=0&uam=&uap=Windows&uapv=19.0.0&uaw=0&_tu=CA&gcl_ctr=1~0~0~0&category=acrcp_v1_512&fmt=7
RESPONSE: 200 https://qxcaptcha.fcm.org.co/api.php
RESPONSE: 200 https://consultasimit.fcm.org.co/simit/microservices/estado-cuenta-simit/estadocuenta/getTipoDocumentoIdentidadPublic
RESPONSE: 200 https://www.googleadservices.com/pagead/conversion/306649963/?random=1776920888656&cv=11&fst=1776920888656&bg=ffffff&guid=ON&async=1&en=conversion&gtm=45be64k1h1v9126221624z8843781589za20gzb843781589zd843781589xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938466~115938468~117266400~118463261&u_w=1280&u_h=720&url=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F&rcb=11&label=cU4TCJvztPECEOu2nJIB&capi=1&frm=0&tiba=SIMIT%20%7C%20Estado%20de%20la%20Cuenta&bttype=purchase&value=0&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=88395575.1776920889&uaa=x86&uab=64&uafvl=Chromium%3B145.0.7632.6%7CNot%253AA-Brand%3B99.0.0.0&uamb=0&uam=&uap=Windows&uapv=19.0.0&uaw=0&_tu=CA&gcl_ctr=1~0~0~0&category=acrcp_v1_512&fmt=7
REQUEST:  POST https://googleads.g.doubleclick.net/pagead/viewthroughconversion/306649963/?random=163852854&cv=11&fst=1776920888656&bg=ffffff&guid=ON&async=1&en=conversion&gtm=45be64k1h1v9126221624z8843781589za20gzb843781589zd843781589xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938466~115938468~117266400~118463261&u_w=1280&u_h=720&url=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F&rcb=11&label=cU4TCJvztPECEOu2nJIB&capi=1&frm=0&tiba=SIMIT%20%7C%20Estado%20de%20la%20Cuenta&value=0&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=88395575.1776920889&uaa=x86&uab=64&uafvl=Chromium%3B145.0.7632.6%7CNot%253AA-Brand%3B99.0.0.0&uamb=0&uam=&uap=Windows&uapv=19.0.0&uaw=0&_tu=CA&gcl_ctr=1~0~0~0&category=acrcp_v1_512&fmt=8&ct_cookie_present=false&crd=CLTesQII8t-xAgit4bECCKG4sQIIscGxAgiwwbECCLHDsQIIisWxAgjCybECCLTGsQIIk9qxAgjb3LECCIfbsQII08WxAgjrzLECCO3OsQII1c-xAgj02rECCJfUsQIIyduxAgix4bECCLPhsQIIpt2xAgiw3rECCIDbsQJKK3RyaWdnZXI9ZXZlbnQtc291cmNlLCBub3QtbmF2aWdhdGlvbi1zb3VyY2VaAwoBAWIDCgED&cerd=CgEA&eitems=ChAI8OOhzwYQnf3X0YH146MTEh0AvW1FkTtGRjniD82eJ-xIJCTigM1eVyJggU2a-g&fsk=ChEI8OOhzwYQy-2I0MH1tu65ARIsADfqr1V4dY9y0-Dwxl2fmtkSTjOJKd9AagaQlrfpmGg-twsDnrGh5XJKaA8aAp_E&pscrd=IhMIlJTrkpqDlAMVuCnQBB34pzozMgwIA2IICAAQABgAIAAyDAgEYggIABAAGAAgADIMCAdiCAgAEAAYACAAMgwICGIICAAQABgAIAAyDAgJYggIABAAGAAgADIMCApiCAgAEAAYACAAMgwIAmIICAAQABgAIAAyDAgLYggIABAAGAAgADIMCBViCAgAEAAYACAAMgwIH2IICAAQABgAIAAyDAgTYggIABAAGAAgADIMCBJiCAgAEAAYACAAOhdodHRwczovL3d3dy5mY20ub3JnLmNvL0JXQ2hFSThPT2h6d1lRMWNpang0LWdsNGFWQVJJc0FJOEVLWjBLMldZdGNsMTk4MFY3WGo1dHkxWlBwRmJCLTBxLVhVSnh2S25WUnlPMExLeVNWMGwxNXNRegwICWIICAAQABgAIAA
RESPONSE: 302 https://googleads.g.doubleclick.net/pagead/viewthroughconversion/306649963/?random=163852854&cv=11&fst=1776920888656&bg=ffffff&guid=ON&async=1&en=conversion&gtm=45be64k1h1v9126221624z8843781589za20gzb843781589zd843781589xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938466~115938468~117266400~118463261&u_w=1280&u_h=720&url=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F&rcb=11&label=cU4TCJvztPECEOu2nJIB&capi=1&frm=0&tiba=SIMIT%20%7C%20Estado%20de%20la%20Cuenta&value=0&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=88395575.1776920889&uaa=x86&uab=64&uafvl=Chromium%3B145.0.7632.6%7CNot%253AA-Brand%3B99.0.0.0&uamb=0&uam=&uap=Windows&uapv=19.0.0&uaw=0&_tu=CA&gcl_ctr=1~0~0~0&category=acrcp_v1_512&fmt=8&ct_cookie_present=false&crd=CLTesQII8t-xAgit4bECCKG4sQIIscGxAgiwwbECCLHDsQIIisWxAgjCybECCLTGsQIIk9qxAgjb3LECCIfbsQII08WxAgjrzLECCO3OsQII1c-xAgj02rECCJfUsQIIyduxAgix4bECCLPhsQIIpt2xAgiw3rECCIDbsQJKK3RyaWdnZXI9ZXZlbnQtc291cmNlLCBub3QtbmF2aWdhdGlvbi1zb3VyY2VaAwoBAWIDCgED&cerd=CgEA&eitems=ChAI8OOhzwYQnf3X0YH146MTEh0AvW1FkTtGRjniD82eJ-xIJCTigM1eVyJggU2a-g&fsk=ChEI8OOhzwYQy-2I0MH1tu65ARIsADfqr1V4dY9y0-Dwxl2fmtkSTjOJKd9AagaQlrfpmGg-twsDnrGh5XJKaA8aAp_E&pscrd=IhMIlJTrkpqDlAMVuCnQBB34pzozMgwIA2IICAAQABgAIAAyDAgEYggIABAAGAAgADIMCAdiCAgAEAAYACAAMgwICGIICAAQABgAIAAyDAgJYggIABAAGAAgADIMCApiCAgAEAAYACAAMgwIAmIICAAQABgAIAAyDAgLYggIABAAGAAgADIMCBViCAgAEAAYACAAMgwIH2IICAAQABgAIAAyDAgTYggIABAAGAAgADIMCBJiCAgAEAAYACAAOhdodHRwczovL3d3dy5mY20ub3JnLmNvL0JXQ2hFSThPT2h6d1lRMWNpang0LWdsNGFWQVJJc0FJOEVLWjBLMldZdGNsMTk4MFY3WGo1dHkxWlBwRmJCLTBxLVhVSnh2S25WUnlPMExLeVNWMGwxNXNRegwICWIICAAQABgAIAA
REQUEST:  GET https://www.google.com/pagead/1p-conversion/306649963/?random=163852854&cv=11&fst=1776920888656&bg=ffffff&guid=ON&async=1&en=conversion&gtm=45be64k1h1v9126221624z8843781589za20gzb843781589zd843781589xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938466~115938468~117266400~118463261&u_w=1280&u_h=720&url=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F&rcb=11&label=cU4TCJvztPECEOu2nJIB&capi=1&frm=0&tiba=SIMIT%20%7C%20Estado%20de%20la%20Cuenta&value=0&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=88395575.1776920889&uaa=x86&uab=64&uafvl=Chromium%3B145.0.7632.6%7CNot%253AA-Brand%3B99.0.0.0&uamb=0&uam=&uap=Windows&uapv=19.0.0&uaw=0&_tu=CA&gcl_ctr=1~0~0~0&category=acrcp_v1_512&fmt=8&ct_cookie_present=false&crd=CLTesQII8t-xAgit4bECCKG4sQIIscGxAgiwwbECCLHDsQIIisWxAgjCybECCLTGsQIIk9qxAgjb3LECCIfbsQII08WxAgjrzLECCO3OsQII1c-xAgj02rECCJfUsQIIyduxAgix4bECCLPhsQIIpt2xAgiw3rECCIDbsQJKK3RyaWdnZXI9ZXZlbnQtc291cmNlLCBub3QtbmF2aWdhdGlvbi1zb3VyY2VaAwoBAWIDCgED&cerd=CgEA&fsk=ChEI8OOhzwYQy-2I0MH1tu65ARIsADfqr1V4dY9y0-Dwxl2fmtkSTjOJKd9AagaQlrfpmGg-twsDnrGh5XJKaA8aAp_E&pscrd=IhMIlJTrkpqDlAMVuCnQBB34pzozMgwIA2IICAAQABgAIAAyDAgEYggIABAAGAAgADIMCAdiCAgAEAAYACAAMgwICGIICAAQABgAIAAyDAgJYggIABAAGAAgADIMCApiCAgAEAAYACAAMgwIAmIICAAQABgAIAAyDAgLYggIABAAGAAgADIMCBViCAgAEAAYACAAMgwIH2IICAAQABgAIAAyDAgTYggIABAAGAAgADIMCBJiCAgAEAAYACAAOhdodHRwczovL3d3dy5mY20ub3JnLmNvL0JXQ2hFSThPT2h6d1lRMWNpang0LWdsNGFWQVJJc0FJOEVLWjBLMldZdGNsMTk4MFY3WGo1dHkxWlBwRmJCLTBxLVhVSnh2S25WUnlPMExLeVNWMGwxNXNRegwICWIICAAQABgAIAA&is_vtc=1&cid=CAQSsAEABaugfZRUwL5UbgxXrj-JIcRCTtIYC6NjOcikLEFdzFyq_tZWKdjO0fsoFpWT4k4m9FF8mmKKVH-kKQaqEWuW6sGbLak-rqWzSvVHKRGRF7Csu89KqCOpDmOIIJgKTJXGknO1mTjh4LZEcE21h3AyLIIHhDGeaH50ZvCQqFEsE9SYubQJyJCX3x7HHNZYT96nILyuzjyvMv4dY4Wz2YicMIedsO078UiSuYmNWFEOgw&eitems=ChAI8OOhzwYQnf3X0YH146MTEh0AvW1FkXGiUo4_O1YD-zHIzxI7rhhb28-x1x2X8Q&random=2209860221
RESPONSE: 302 https://www.google.com/pagead/1p-conversion/306649963/?random=163852854&cv=11&fst=1776920888656&bg=ffffff&guid=ON&async=1&en=conversion&gtm=45be64k1h1v9126221624z8843781589za20gzb843781589zd843781589xea&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115938466~115938468~117266400~118463261&u_w=1280&u_h=720&url=https%3A%2F%2Fwww.fcm.org.co%2Fsimit%2F&rcb=11&label=cU4TCJvztPECEOu2nJIB&capi=1&frm=0&tiba=SIMIT%20%7C%20Estado%20de%20la%20Cuenta&value=0&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=88395575.1776920889&uaa=x86&uab=64&uafvl=Chromium%3B145.0.7632.6%7CNot%253AA-Brand%3B99.0.0.0&uamb=0&uam=&uap=Windows&uapv=19.0.0&uaw=0&_tu=CA&gcl_ctr=1~0~0~0&category=acrcp_v1_512&fmt=8&ct_cookie_present=false&crd=CLTesQII8t-xAgit4bECCKG4sQIIscGxAgiwwbECCLHDsQIIisWxAgjCybECCLTGsQIIk9qxAgjb3LECCIfbsQII08WxAgjrzLECCO3OsQII1c-xAgj02rECCJfUsQIIyduxAgix4bECCLPhsQIIpt2xAgiw3rECCIDbsQJKK3RyaWdnZXI9ZXZlbnQtc291cmNlLCBub3QtbmF2aWdhdGlvbi1zb3VyY2VaAwoBAWIDCgED&cerd=CgEA&fsk=ChEI8OOhzwYQy-2I0MH1tu65ARIsADfqr1V4dY9y0-Dwxl2fmtkSTjOJKd9AagaQlrfpmGg-twsDnrGh5XJKaA8aAp_E&pscrd=IhMIlJTrkpqDlAMVuCnQBB34pzozMgwIA2IICAAQABgAIAAyDAgEYggIABAAGAAgADIMCAdiCAgAEAAYACAAMgwICGIICAAQABgAIAAyDAgJYggIABAAGAAgADIMCApiCAgAEAAYACAAMgwIAmIICAAQABgAIAAyDAgLYggIABAAGAAgADIMCBViCAgAEAAYACAAMgwIH2IICAAQABgAIAAyDAgTYggIABAAGAAgADIMCBJiCAgAEAAYACAAOhdodHRwczovL3d3dy5mY20ub3JnLmNvL0JXQ2hFSThPT2h6d1lRMWNpang0LWdsNGFWQVJJc0FJOEVLWjBLMldZdGNsMTk4MFY3WGo1dHkxWlBwRmJCLTBxLVhVSnh2S25WUnlPMExLeVNWMGwxNXNRegwICWIICAAQABgAIAA&is_vtc=1&cid=CAQSsAEABaugfZRUwL5UbgxXrj-JIcRCTtIYC6NjOcikLEFdzFyq_tZWKdjO0fsoFpWT4k4m9FF8mmKKVH-kKQaqEWuW6sGbLak-rqWzSvVHKRGRF7Csu89KqCOpDmOIIJgKTJXGknO1mTjh4LZEcE21h3AyLIIHhDGeaH50ZvCQqFEsE9SYubQJyJCX3x7HHNZYT96nILyuzjyvMv4dY4Wz2YicMIedsO078UiSuYmNWFEOgw&eitems=ChAI8OOhzwYQnf3X0YH146MTEh0AvW1FkXGiUo4_O1YD-zHIzxI7rhhb28-x1x2X8Q&random=2209860221
